transaction_id,customer_id,amount,failure_reason,attempts,customer_type,recovery_score,recovery_risk,priority_score,priority,recommended_action
TXN10850,CUST1004,1149.1,INSUFFICIENT_FUNDS,2,RETURNING,65,MEDIUM,55,MEDIUM,PAYMENT_LINK
TXN10851,CUST1280,23641.91,AUTHENTICATION_FAILURE,2,RETURNING,60,MEDIUM,65,MEDIUM,CUSTOMER_PROMPT
TXN10852,CUST1032,21745.3,AUTHENTICATION_FAILURE,1,RETURNING,70,HIGH,80,HIGH,CUSTOMER_PROMPT
TXN10853,CUST1143,39085.25,TEMPORARY_BANK_ERROR,4,NEW,45,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10854,CUST1154,36821.62,UNKNOWN,4,NEW,15,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10855,CUST1234,3784.5,INSUFFICIENT_FUNDS,3,RETURNING,20,LOW,35,LOW,STOP_AND_ESCALATE
TXN10856,CUST1299,25245.88,INSUFFICIENT_FUNDS,2,RETURNING,50,MEDIUM,70,HIGH,PAYMENT_LINK
TXN10857,CUST1228,2760.36,CARD_EXPIRED,3,LOYAL,30,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10858,CUST1204,1829.53,NETWORK_ERROR,3,RETURNING,55,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10859,CUST1295,29760.47,INSUFFICIENT_FUNDS,1,LOYAL,85,HIGH,90,HIGH,PAYMENT_LINK
TXN10860,CUST1233,32839.66,CARD_EXPIRED,3,NEW,5,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10861,CUST1134,7017.44,INSUFFICIENT_FUNDS,3,RETURNING,40,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10862,CUST1016,9135.7,NETWORK_ERROR,4,NEW,40,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10863,CUST1246,29766.3,UNKNOWN,1,NEW,45,MEDIUM,60,MEDIUM,REMINDER
TXN10864,CUST1096,29320.47,INSUFFICIENT_FUNDS,1,RETURNING,65,MEDIUM,75,HIGH,PAYMENT_LINK
TXN10865,CUST1234,597.07,NETWORK_ERROR,3,LOYAL,55,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10866,CUST1243,27288.53,NETWORK_ERROR,3,NEW,30,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10867,CUST1244,5489.52,INSUFFICIENT_FUNDS,3,NEW,25,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10868,CUST1126,1589.54,INSUFFICIENT_FUNDS,2,RETURNING,65,MEDIUM,55,MEDIUM,PAYMENT_LINK
TXN10869,CUST1235,45553.7,UNKNOWN,1,RETURNING,80,HIGH,90,HIGH,REMINDER
TXN10870,CUST1037,41590.47,TEMPORARY_BANK_ERROR,2,RETURNING,70,HIGH,75,HIGH,RETRY
TXN10871,CUST1127,36773.93,NETWORK_ERROR,4,NEW,30,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10872,CUST1157,2247.73,CARD_EXPIRED,3,RETURNING,10,LOW,30,LOW,STOP_AND_ESCALATE
TXN10873,CUST1196,233.07,TEMPORARY_BANK_ERROR,1,LOYAL,85,HIGH,50,MEDIUM,RETRY
TXN10874,CUST1040,7505.66,INSUFFICIENT_FUNDS,2,RETURNING,60,MEDIUM,55,MEDIUM,PAYMENT_LINK
TXN10875,CUST1211,9305.48,AUTHENTICATION_FAILURE,3,NEW,15,LOW,35,LOW,STOP_AND_ESCALATE
TXN10876,CUST1129,1522.79,NETWORK_ERROR,1,LOYAL,100,HIGH,70,HIGH,RETRY
TXN10877,CUST1137,35467.72,NETWORK_ERROR,2,RETURNING,85,HIGH,80,HIGH,RETRY
TXN10878,CUST1124,3649.37,NETWORK_ERROR,2,RETURNING,80,HIGH,50,MEDIUM,RETRY
TXN10879,CUST1081,8447.97,TEMPORARY_BANK_ERROR,3,RETURNING,50,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10880,CUST1228,31339.14,CARD_EXPIRED,3,LOYAL,35,LOW,75,HIGH,STOP_AND_ESCALATE
TXN10881,CUST1091,44807.87,TEMPORARY_BANK_ERROR,4,RETURNING,40,MEDIUM,70,HIGH,STOP_AND_ESCALATE
TXN10882,CUST1250,914.74,NETWORK_ERROR,4,RETURNING,55,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10883,CUST1281,10393.87,TEMPORARY_BANK_ERROR,3,RETURNING,60,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10884,CUST1016,4649.34,AUTHENTICATION_FAILURE,2,RETURNING,40,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10885,CUST1207,45718.58,TEMPORARY_BANK_ERROR,4,LOYAL,75,HIGH,90,HIGH,STOP_AND_ESCALATE
TXN10886,CUST1234,613.62,TEMPORARY_BANK_ERROR,2,LOYAL,80,HIGH,50,MEDIUM,RETRY
TXN10887,CUST1244,25446.24,UNKNOWN,1,LOYAL,75,HIGH,85,HIGH,REMINDER
TXN10888,CUST1111,3003.41,INSUFFICIENT_FUNDS,2,RETURNING,60,MEDIUM,45,MEDIUM,PAYMENT_LINK
TXN10889,CUST1060,720.98,TEMPORARY_BANK_ERROR,1,NEW,55,MEDIUM,25,LOW,RETRY
TXN10890,CUST1252,6160.94,NETWORK_ERROR,2,LOYAL,95,HIGH,70,HIGH,RETRY
TXN10891,CUST1190,6311.31,NETWORK_ERROR,2,RETURNING,65,MEDIUM,50,MEDIUM,RETRY
TXN10892,CUST1098,24636.78,TEMPORARY_BANK_ERROR,3,RETURNING,60,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10893,CUST1221,26091.79,AUTHENTICATION_FAILURE,1,LOYAL,60,MEDIUM,80,HIGH,CUSTOMER_PROMPT
TXN10894,CUST1118,37421.54,CARD_EXPIRED,2,LOYAL,55,MEDIUM,80,HIGH,CUSTOMER_PROMPT
TXN10895,CUST1092,19440.32,CARD_EXPIRED,4,NEW,5,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10896,CUST1272,15970.72,AUTHENTICATION_FAILURE,2,NEW,30,LOW,45,MEDIUM,CUSTOMER_PROMPT
TXN10897,CUST1034,2961.89,AUTHENTICATION_FAILURE,4,RETURNING,30,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10898,CUST1127,2887.25,UNKNOWN,1,RETURNING,75,HIGH,60,MEDIUM,REMINDER
TXN10899,CUST1297,512.22,AUTHENTICATION_FAILURE,2,RETURNING,35,LOW,30,LOW,CUSTOMER_PROMPT
TXN10900,CUST1085,1870.71,TEMPORARY_BANK_ERROR,1,LOYAL,80,HIGH,55,MEDIUM,RETRY
TXN10901,CUST1068,22531.04,TEMPORARY_BANK_ERROR,4,RETURNING,60,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10902,CUST1292,2393.17,NETWORK_ERROR,2,RETURNING,80,HIGH,50,MEDIUM,RETRY
TXN10903,CUST1272,25630.12,TEMPORARY_BANK_ERROR,4,LOYAL,80,HIGH,100,HIGH,STOP_AND_ESCALATE
TXN10904,CUST1073,6909.05,UNKNOWN,3,NEW,10,LOW,30,LOW,STOP_AND_ESCALATE
TXN10905,CUST1175,34459.79,TEMPORARY_BANK_ERROR,3,NEW,30,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10906,CUST1113,493.38,TEMPORARY_BANK_ERROR,3,NEW,45,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10907,CUST1087,3020.42,INSUFFICIENT_FUNDS,4,NEW,25,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10908,CUST1136,43657.59,TEMPORARY_BANK_ERROR,1,LOYAL,90,HIGH,85,HIGH,RETRY
TXN10909,CUST1169,1123.67,UNKNOWN,4,NEW,10,LOW,20,LOW,STOP_AND_ESCALATE
TXN10910,CUST1062,44410.13,INSUFFICIENT_FUNDS,1,RETURNING,55,MEDIUM,70,HIGH,PAYMENT_LINK
TXN10911,CUST1039,1089.97,TEMPORARY_BANK_ERROR,1,RETURNING,85,HIGH,50,MEDIUM,RETRY
TXN10912,CUST1016,7954.2,NETWORK_ERROR,3,NEW,40,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10913,CUST1133,1031.71,TEMPORARY_BANK_ERROR,1,NEW,55,MEDIUM,30,LOW,RETRY
TXN10914,CUST1234,5742.41,CARD_EXPIRED,4,LOYAL,50,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10915,CUST1165,1804.88,TEMPORARY_BANK_ERROR,2,LOYAL,95,HIGH,60,MEDIUM,RETRY
TXN10916,CUST1157,27953.27,INSUFFICIENT_FUNDS,3,NEW,30,LOW,70,HIGH,STOP_AND_ESCALATE
TXN10917,CUST1176,30009.26,INSUFFICIENT_FUNDS,4,RETURNING,40,MEDIUM,85,HIGH,STOP_AND_ESCALATE
TXN10918,CUST1082,663.29,UNKNOWN,1,RETURNING,65,MEDIUM,40,MEDIUM,REMINDER
TXN10919,CUST1169,8304.49,CARD_EXPIRED,3,RETURNING,30,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10920,CUST1186,1728.98,INSUFFICIENT_FUNDS,2,NEW,45,MEDIUM,35,LOW,PAYMENT_LINK
TXN10921,CUST1207,24010.89,TEMPORARY_BANK_ERROR,4,RETURNING,55,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10922,CUST1076,5025.81,NETWORK_ERROR,4,NEW,45,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10923,CUST1227,17963.29,CARD_EXPIRED,4,NEW,5,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10924,CUST1224,7125.04,NETWORK_ERROR,1,RETURNING,70,HIGH,55,MEDIUM,RETRY
TXN10925,CUST1055,8868.52,NETWORK_ERROR,3,RETURNING,55,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10926,CUST1230,1529.1,INSUFFICIENT_FUNDS,3,LOYAL,35,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10927,CUST1092,48562.17,TEMPORARY_BANK_ERROR,4,NEW,30,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10928,CUST1163,41278.1,AUTHENTICATION_FAILURE,4,LOYAL,35,LOW,75,HIGH,STOP_AND_ESCALATE
TXN10929,CUST1244,1496.06,TEMPORARY_BANK_ERROR,4,NEW,25,LOW,25,LOW,STOP_AND_ESCALATE
TXN10930,CUST1245,1888.44,INSUFFICIENT_FUNDS,4,NEW,25,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10931,CUST1169,475.06,INSUFFICIENT_FUNDS,1,RETURNING,70,HIGH,55,MEDIUM,PAYMENT_LINK
TXN10932,CUST1118,286.11,INSUFFICIENT_FUNDS,1,LOYAL,85,HIGH,65,MEDIUM,PAYMENT_LINK
TXN10933,CUST1244,481.17,NETWORK_ERROR,4,RETURNING,40,MEDIUM,35,LOW,STOP_AND_ESCALATE
TXN10934,CUST1196,5252.44,INSUFFICIENT_FUNDS,1,RETURNING,65,MEDIUM,55,MEDIUM,PAYMENT_LINK
TXN10935,CUST1142,8873.8,INSUFFICIENT_FUNDS,4,LOYAL,35,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10936,CUST1092,12635.76,AUTHENTICATION_FAILURE,2,RETURNING,45,MEDIUM,60,MEDIUM,CUSTOMER_PROMPT
TXN10937,CUST1132,1394.47,INSUFFICIENT_FUNDS,1,LOYAL,65,MEDIUM,50,MEDIUM,PAYMENT_LINK
TXN10938,CUST1298,4195.03,INSUFFICIENT_FUNDS,3,NEW,25,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10939,CUST1062,7273.97,CARD_EXPIRED,4,NEW,0,LOW,30,LOW,STOP_AND_ESCALATE
TXN10940,CUST1044,41901.7,TEMPORARY_BANK_ERROR,2,RETURNING,80,HIGH,80,HIGH,RETRY
TXN10941,CUST1278,1531.56,NETWORK_ERROR,2,RETURNING,75,HIGH,50,MEDIUM,RETRY
TXN10942,CUST1086,9034.3,AUTHENTICATION_FAILURE,2,RETURNING,50,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT
TXN10943,CUST1252,9944.32,UNKNOWN,3,RETURNING,25,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10944,CUST1230,30101.9,AUTHENTICATION_FAILURE,1,RETURNING,50,MEDIUM,70,HIGH,CUSTOMER_PROMPT
TXN10945,CUST1142,973.89,INSUFFICIENT_FUNDS,3,NEW,25,LOW,35,LOW,STOP_AND_ESCALATE
TXN10946,CUST1198,1795.79,AUTHENTICATION_FAILURE,2,RETURNING,50,MEDIUM,45,MEDIUM,CUSTOMER_PROMPT
TXN10947,CUST1143,36047.08,AUTHENTICATION_FAILURE,2,LOYAL,60,MEDIUM,80,HIGH,CUSTOMER_PROMPT
TXN10948,CUST1270,48951.22,AUTHENTICATION_FAILURE,2,NEW,50,MEDIUM,75,HIGH,CUSTOMER_PROMPT
TXN10949,CUST1073,2203.76,TEMPORARY_BANK_ERROR,3,NEW,40,MEDIUM,35,LOW,STOP_AND_ESCALATE
TXN10950,CUST1027,25953.66,UNKNOWN,4,NEW,15,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10951,CUST1073,22377.3,NETWORK_ERROR,4,NEW,50,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10952,CUST1213,12526.42,CARD_EXPIRED,4,RETURNING,30,LOW,60,MEDIUM,STOP_AND_ESCALATE
TXN10953,CUST1116,9246.88,CARD_EXPIRED,4,NEW,20,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10954,CUST1286,1535.9,AUTHENTICATION_FAILURE,1,RETURNING,60,MEDIUM,45,MEDIUM,CUSTOMER_PROMPT
TXN10955,CUST1090,43287.65,TEMPORARY_BANK_ERROR,2,RETURNING,70,HIGH,75,HIGH,RETRY
TXN10956,CUST1290,1537.0,TEMPORARY_BANK_ERROR,4,LOYAL,50,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10957,CUST1174,12157.3,TEMPORARY_BANK_ERROR,3,NEW,45,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10958,CUST1190,1473.19,INSUFFICIENT_FUNDS,3,NEW,20,LOW,30,LOW,STOP_AND_ESCALATE
TXN10959,CUST1076,576.81,TEMPORARY_BANK_ERROR,2,LOYAL,95,HIGH,55,MEDIUM,RETRY
TXN10960,CUST1143,46304.66,TEMPORARY_BANK_ERROR,4,RETURNING,60,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10961,CUST1278,40914.96,TEMPORARY_BANK_ERROR,1,NEW,80,HIGH,80,HIGH,RETRY
TXN10962,CUST1119,7857.17,AUTHENTICATION_FAILURE,2,LOYAL,70,HIGH,70,HIGH,CUSTOMER_PROMPT
TXN10963,CUST1109,445.54,INSUFFICIENT_FUNDS,4,RETURNING,35,LOW,35,LOW,STOP_AND_ESCALATE
TXN10964,CUST1171,1554.07,AUTHENTICATION_FAILURE,3,NEW,0,LOW,20,LOW,STOP_AND_ESCALATE
TXN10965,CUST1215,33447.29,TEMPORARY_BANK_ERROR,4,RETURNING,55,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10966,CUST1183,22073.39,INSUFFICIENT_FUNDS,1,RETURNING,70,HIGH,70,HIGH,PAYMENT_LINK
TXN10967,CUST1115,47742.61,AUTHENTICATION_FAILURE,2,RETURNING,60,MEDIUM,75,HIGH,CUSTOMER_PROMPT
TXN10968,CUST1031,6478.04,TEMPORARY_BANK_ERROR,2,NEW,70,HIGH,60,MEDIUM,RETRY
TXN10969,CUST1219,28811.85,TEMPORARY_BANK_ERROR,3,NEW,45,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10970,CUST1002,5633.37,CARD_EXPIRED,3,LOYAL,30,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10971,CUST1202,35495.7,TEMPORARY_BANK_ERROR,3,NEW,30,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10972,CUST1015,369.79,INSUFFICIENT_FUNDS,1,LOYAL,85,HIGH,65,MEDIUM,PAYMENT_LINK
TXN10973,CUST1055,840.18,TEMPORARY_BANK_ERROR,2,RETURNING,85,HIGH,55,MEDIUM,RETRY
TXN10974,CUST1140,1087.92,TEMPORARY_BANK_ERROR,3,NEW,25,LOW,25,LOW,STOP_AND_ESCALATE
TXN10975,CUST1269,24542.33,TEMPORARY_BANK_ERROR,2,LOYAL,85,HIGH,75,HIGH,RETRY
TXN10976,CUST1088,1648.03,AUTHENTICATION_FAILURE,1,RETURNING,65,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT
TXN10977,CUST1140,6921.1,AUTHENTICATION_FAILURE,2,RETURNING,35,LOW,45,MEDIUM,CUSTOMER_PROMPT
TXN10978,CUST1235,3370.43,TEMPORARY_BANK_ERROR,4,RETURNING,55,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10979,CUST1027,5120.14,CARD_EXPIRED,2,LOYAL,70,HIGH,70,HIGH,CUSTOMER_PROMPT
TXN10980,CUST1085,25942.64,NETWORK_ERROR,1,NEW,75,HIGH,70,HIGH,RETRY
TXN10981,CUST1112,44126.92,NETWORK_ERROR,1,RETURNING,70,HIGH,75,HIGH,RETRY
TXN10982,CUST1019,32853.58,AUTHENTICATION_FAILURE,1,RETURNING,65,MEDIUM,75,HIGH,CUSTOMER_PROMPT
TXN10983,CUST1073,501.82,INSUFFICIENT_FUNDS,1,RETURNING,50,MEDIUM,35,LOW,PAYMENT_LINK
TXN10984,CUST1063,2091.11,AUTHENTICATION_FAILURE,3,LOYAL,50,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10985,CUST1078,811.69,INSUFFICIENT_FUNDS,4,NEW,5,LOW,15,LOW,STOP_AND_ESCALATE
TXN10986,CUST1160,7516.92,INSUFFICIENT_FUNDS,1,RETURNING,45,MEDIUM,50,MEDIUM,PAYMENT_LINK
TXN10987,CUST1109,714.99,TEMPORARY_BANK_ERROR,3,LOYAL,70,HIGH,55,MEDIUM,STOP_AND_ESCALATE
TXN10988,CUST1165,41791.91,AUTHENTICATION_FAILURE,1,RETURNING,65,MEDIUM,85,HIGH,CUSTOMER_PROMPT
TXN10989,CUST1245,3000.5,CARD_EXPIRED,4,NEW,0,LOW,20,LOW,STOP_AND_ESCALATE
TXN10990,CUST1025,7885.01,INSUFFICIENT_FUNDS,4,RETURNING,20,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10991,CUST1080,5458.42,TEMPORARY_BANK_ERROR,2,RETURNING,75,HIGH,60,MEDIUM,RETRY
TXN10992,CUST1015,9532.12,UNKNOWN,4,NEW,10,LOW,30,LOW,STOP_AND_ESCALATE
TXN10993,CUST1151,21044.75,CARD_EXPIRED,3,RETURNING,20,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10994,CUST1192,40531.41,INSUFFICIENT_FUNDS,4,LOYAL,40,MEDIUM,80,HIGH,STOP_AND_ESCALATE
TXN10995,CUST1151,7868.24,AUTHENTICATION_FAILURE,4,LOYAL,30,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10996,CUST1098,1771.88,AUTHENTICATION_FAILURE,2,NEW,40,MEDIUM,35,LOW,CUSTOMER_PROMPT
TXN10997,CUST1092,423.53,TEMPORARY_BANK_ERROR,1,RETURNING,70,HIGH,40,MEDIUM,RETRY
TXN10998,CUST1257,11672.86,INSUFFICIENT_FUNDS,3,RETURNING,40,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10999,CUST1208,914.91,INSUFFICIENT_FUNDS,3,LOYAL,35,LOW,40,MEDIUM,STOP_AND_ESCALATE
